transcript_id,SRR17163539,SRR17163540,SRR17163541,SRR17163542,SRR17163543,SRR17163544,SRR17163545,SRR17163546,SRR17163547,SRR17163548,SRR17163549,SRR17163550
mRNA:Solyc05g025880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161460.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161470.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g025903.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161480.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162440.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g025920.3.1,0,0,0,0,20,4,15,5,0,0,3,14
mRNA:Solyc05g025950.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161490.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g025980.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g025985.1.1,0,0,0,0,7,0,0,8,7,0,0,5
mRNA:Solyc05g025990.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026000.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161500.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161510.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026040.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc11g068835.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026150.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161520.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026200.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026210.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161530.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161570.1.1,0,0,5,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161540.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026250.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161560.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026260.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161550.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026320.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026330.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026350.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026470.2.1,0,36,6,20,0,0,16,0,0,0,0,8
mRNA:Solyc05g161580.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g026600.3.1,0,8,20,18,0,0,0,0,3,7,0,0
mRNA:Solyc05g026603.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161590.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161600.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160330.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032820.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032780.1.1,0,2,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032740.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032730.1.1,0,0,0,0,18,17,22,9,0,0,29,26
mRNA:Solyc05g160340.1.1,0,0,0,0,0,0,0,1,0,0,0,0
mRNA:Solyc05g160350.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160180.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g032640.1.1,0,0,0,0,0,0,0,0,0,1,0,0
mRNA:Solyc05g161660.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161650.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161640.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g039960.1.1,0,1,6,2,0,0,0,0,1,0,0,0
mRNA:Solyc05g039970.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161670.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040000.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040010.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161680.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161700.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161690.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040020.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040030.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040040.1.1,0,11,0,0,28,0,4,35,0,0,0,8
mRNA:Solyc05g040065.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g040100.4.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161710.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161720.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041110.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041113.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041145.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041150.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041160.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041170.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161740.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161750.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161760.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161770.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041210.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041230.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041240.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041260.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041270.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041280.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041300.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041310.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041320.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041350.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041370.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161780.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161790.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161800.1.1,0,0,0,0,0,0,0,0,4,0,0,0
mRNA:Solyc05g161810.1.1,0,0,4,4,0,0,0,0,0,0,0,0
mRNA:Solyc05g161820.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041510.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161850.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041610.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041620.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g150139.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041625.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161870.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g150140.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041640.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161890.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041650.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041660.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041670.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041690.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041710.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041720.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041730.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160190.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161900.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041940.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041950.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041960.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g041970.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g150141.1.1,0,0,0,0,3,0,0,0,0,0,0,0
mRNA:Solyc05g042020.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161910.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161930.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161920.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161950.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161940.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161960.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160360.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042110.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161970.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161980.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g161990.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042170.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042180.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g042181.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043210.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043220.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043280.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043270.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043247.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043300.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043320.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043360.3.1,0,3,4,0,0,0,0,0,0,0,0,4
mRNA:Solyc05g162470.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043380.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g043440.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044440.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162000.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044450.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044460.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162480.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g150142.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044500.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044510.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044513.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044540.3.1,0,0,0,0,0,0,7,0,0,0,0,0
mRNA:Solyc05g044545.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044550.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162030.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162040.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160210.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162020.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044560.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g044570.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162050.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045660.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045675.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045690.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162070.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045710.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045720.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045760.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045770.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045780.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045777.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045800.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045820.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045822.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045824.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045826.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045828.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045850.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045880.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045890.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045920.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045930.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045927.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045957.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045970.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g045980.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046000.4.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046040.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046100.1.1,0,0,0,0,1,0,0,0,0,0,0,0
mRNA:Solyc05g162490.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046150.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046160.1.1,0,0,0,0,0,0,0,0,3,0,0,0
mRNA:Solyc05g046170.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046200.3.1,0,4,0,0,4,0,22,3,16,0,0,0
mRNA:Solyc05g150144.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046210.3.1,0,3,0,4,3,0,0,0,0,0,0,0
mRNA:Solyc05g046220.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046225.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046240.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046345.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046350.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g046360.3.1,0,0,0,0,4,4,7,21,0,0,6,13
mRNA:Solyc05g046370.1.1,0,0,0,0,0,7,0,0,0,5,2,0
mRNA:Solyc05g046380.1.1,0,0,4,0,0,21,3,0,0,17,9,3
mRNA:Solyc05g160220.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047400.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162080.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047430.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047440.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047470.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047485.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047495.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047510.3.1,0,4,4,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047580.5.1,0,21,0,18,0,0,0,38,0,0,7,0
mRNA:Solyc05g047643.1.1,0,2,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047645.1.1,0,0,0,3,0,0,0,0,0,0,0,0
mRNA:Solyc05g047670.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g150148.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047712.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047713.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g047718.2.1,0,1,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160380.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g048780.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g048790.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g048800.4.1,0,72,13,47,13,0,0,23,0,0,0,0
mRNA:Solyc05g048840.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g049860.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g049890.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g049910.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g049930.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050007.1.1,0,0,0,0,0,0,0,4,0,0,0,0
mRNA:Solyc05g050050.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050053.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050057.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050065.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162110.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050100.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050140.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050150.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050170.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050180.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050190.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050250.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050300.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050310.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160110.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162130.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162140.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050470.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050480.1.1,0,0,0,0,0,0,0,0,0,0,0,3
mRNA:Solyc05g050515.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050590.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050640.1.1,0,0,0,0,0,0,1,0,0,0,0,0
mRNA:Solyc05g050660.1.1,0,0,0,0,0,4,0,0,0,0,0,0
mRNA:Solyc05g162150.1.1,0,0,0,0,0,2,0,0,0,0,0,0
mRNA:Solyc05g050670.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050685.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050690.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050730.1.1,0,0,4,4,0,0,0,0,0,0,0,0
mRNA:Solyc05g050790.3.1,0,0,0,0,3,0,5,3,0,0,0,5
mRNA:Solyc05g015847.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g050883.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051080.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051100.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051120.1.1,0,0,0,0,1,0,0,0,0,0,0,0
mRNA:Solyc05g051130.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162500.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162180.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051140.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051150.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162510.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160120.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160230.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162190.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051153.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051157.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051160.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162200.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051190.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051300.1.1,0,3,0,1,0,0,0,0,10,4,0,0
mRNA:Solyc05g051320.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162210.1.1,0,0,0,0,0,0,0,3,0,0,0,0
mRNA:Solyc05g051420.2.1,0,3,0,0,0,0,8,0,0,0,0,0
mRNA:Solyc05g051595.2.1,0,0,0,0,0,0,0,0,0,0,4,0
mRNA:Solyc05g051610.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051730.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051810.1.1,0,0,2,0,3,0,0,0,0,0,0,0
mRNA:Solyc05g051825.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g051890.1.1,0,0,0,0,0,0,2,0,0,0,5,2
mRNA:Solyc05g051940.3.1,0,21,0,4,0,0,5,2,0,0,0,4
mRNA:Solyc05g051960.1.1,0,0,0,0,11,4,0,0,0,8,0,0
mRNA:Solyc05g052060.2.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052080.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052090.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052110.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052120.5.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052250.3.1,0,0,0,0,0,0,0,11,0,4,0,0
mRNA:Solyc05g052330.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052420.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052430.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052440.2.1,0,0,0,4,0,0,4,0,4,0,4,0
mRNA:Solyc05g052530.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g052540.2.1,0,0,0,4,4,0,4,0,11,8,0,0
mRNA:Solyc05g052740.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053060.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053110.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053133.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053137.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053170.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053450.3.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g162230.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053460.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160410.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g160420.1.1,0,0,0,0,0,0,0,0,0,0,0,0
mRNA:Solyc05g053465.2.1,0,0,0,0,0,0,0,0,0,0,0,0
